"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos
"Jun 30 09:01:00 server sshd[12345]: Failed password for alice from 198.51.100.23 port 55623 ssh2","2025-06-30T09:01:00.000+0530",9,30,1,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 09:01:00 server sshd[12345]: Failed password for alice from 198.51.100.23 port 55623 ssh2","2025-06-30T09:01:00.000+0530",9,30,1,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 09:01:00 server sshd[12345]: Failed password for admin from 10.0.0.5 port 42087 ssh2","2025-06-30T09:01:00.000+0530",9,30,1,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 09:01:00 server sshd[12345]: Failed password for admin from 10.0.0.5 port 42087 ssh2","2025-06-30T09:01:00.000+0530",9,30,1,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 09:00:00 server sshd[12345]: Failed password for root from 172.16.0.2 port 59724 ssh2","2025-06-30T09:00:00.000+0530",9,30,0,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 09:00:00 server sshd[12345]: Failed password for root from 172.16.0.2 port 59724 ssh2","2025-06-30T09:00:00.000+0530",9,30,0,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:53:00 server sshd[12345]: Failed password for root from 10.0.0.5 port 19557 ssh2","2025-06-30T08:53:00.000+0530",8,30,53,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:53:00 server sshd[12345]: Failed password for root from 10.0.0.5 port 19557 ssh2","2025-06-30T08:53:00.000+0530",8,30,53,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:50:00 server sshd[12345]: Failed password for guest from 192.168.1.10 port 43998 ssh2","2025-06-30T08:50:00.000+0530",8,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:50:00 server sshd[12345]: Failed password for guest from 192.168.1.10 port 43998 ssh2","2025-06-30T08:50:00.000+0530",8,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:44:00 server sshd[12345]: Failed password for john from 172.16.0.2 port 53569 ssh2","2025-06-30T08:44:00.000+0530",8,30,44,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:44:00 server sshd[12345]: Failed password for john from 172.16.0.2 port 53569 ssh2","2025-06-30T08:44:00.000+0530",8,30,44,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:38:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 13403 ssh2","2025-06-30T08:38:00.000+0530",8,30,38,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:38:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 13403 ssh2","2025-06-30T08:38:00.000+0530",8,30,38,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:36:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 49892 ssh2","2025-06-30T08:36:00.000+0530",8,30,36,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:36:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 49892 ssh2","2025-06-30T08:36:00.000+0530",8,30,36,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:35:00 server sshd[12345]: Failed password for alice from 10.0.0.5 port 36526 ssh2","2025-06-30T08:35:00.000+0530",8,30,35,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:35:00 server sshd[12345]: Failed password for alice from 10.0.0.5 port 36526 ssh2","2025-06-30T08:35:00.000+0530",8,30,35,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:33:00 server sshd[12345]: Failed password for john from 203.0.113.15 port 23712 ssh2","2025-06-30T08:33:00.000+0530",8,30,33,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:33:00 server sshd[12345]: Failed password for john from 203.0.113.15 port 23712 ssh2","2025-06-30T08:33:00.000+0530",8,30,33,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:32:00 server sshd[12345]: Failed password for root from 192.168.1.10 port 58718 ssh2","2025-06-30T08:32:00.000+0530",8,30,32,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:32:00 server sshd[12345]: Failed password for root from 192.168.1.10 port 58718 ssh2","2025-06-30T08:32:00.000+0530",8,30,32,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:21:00 server sshd[12345]: Failed password for guest from 198.51.100.23 port 53556 ssh2","2025-06-30T08:21:00.000+0530",8,30,21,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:21:00 server sshd[12345]: Failed password for guest from 198.51.100.23 port 53556 ssh2","2025-06-30T08:21:00.000+0530",8,30,21,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:20:00 server sshd[12345]: Failed password for john from 192.168.1.10 port 14098 ssh2","2025-06-30T08:20:00.000+0530",8,30,20,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:20:00 server sshd[12345]: Failed password for john from 192.168.1.10 port 14098 ssh2","2025-06-30T08:20:00.000+0530",8,30,20,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:19:00 server sshd[12345]: Failed password for admin from 198.51.100.23 port 20386 ssh2","2025-06-30T08:19:00.000+0530",8,30,19,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:19:00 server sshd[12345]: Failed password for admin from 198.51.100.23 port 20386 ssh2","2025-06-30T08:19:00.000+0530",8,30,19,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:14:00 server sshd[12345]: Failed password for john from 192.168.1.10 port 12102 ssh2","2025-06-30T08:14:00.000+0530",8,30,14,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:14:00 server sshd[12345]: Failed password for john from 192.168.1.10 port 12102 ssh2","2025-06-30T08:14:00.000+0530",8,30,14,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:06:00 server sshd[12345]: Failed password for admin from 172.16.0.2 port 22626 ssh2","2025-06-30T08:06:00.000+0530",8,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:06:00 server sshd[12345]: Failed password for admin from 172.16.0.2 port 22626 ssh2","2025-06-30T08:06:00.000+0530",8,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:06:00 server sshd[12345]: Failed password for guest from 198.51.100.23 port 13042 ssh2","2025-06-30T08:06:00.000+0530",8,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:06:00 server sshd[12345]: Failed password for guest from 198.51.100.23 port 13042 ssh2","2025-06-30T08:06:00.000+0530",8,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:04:00 server sshd[12345]: Failed password for admin from 203.0.113.15 port 21117 ssh2","2025-06-30T08:04:00.000+0530",8,30,4,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:04:00 server sshd[12345]: Failed password for admin from 203.0.113.15 port 21117 ssh2","2025-06-30T08:04:00.000+0530",8,30,4,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:47:00 server sshd[12345]: Failed password for admin from 10.0.0.5 port 34015 ssh2","2025-06-30T07:47:00.000+0530",7,30,47,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:47:00 server sshd[12345]: Failed password for admin from 10.0.0.5 port 34015 ssh2","2025-06-30T07:47:00.000+0530",7,30,47,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:43:00 server sshd[12345]: Failed password for guest from 10.0.0.5 port 58454 ssh2","2025-06-30T07:43:00.000+0530",7,30,43,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:43:00 server sshd[12345]: Failed password for guest from 10.0.0.5 port 58454 ssh2","2025-06-30T07:43:00.000+0530",7,30,43,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:41:00 server sshd[12345]: Failed password for john from 198.51.100.23 port 15155 ssh2","2025-06-30T07:41:00.000+0530",7,30,41,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:41:00 server sshd[12345]: Failed password for john from 198.51.100.23 port 15155 ssh2","2025-06-30T07:41:00.000+0530",7,30,41,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:36:00 server sshd[12345]: Failed password for admin from 10.0.0.5 port 5819 ssh2","2025-06-30T07:36:00.000+0530",7,30,36,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:36:00 server sshd[12345]: Failed password for admin from 10.0.0.5 port 5819 ssh2","2025-06-30T07:36:00.000+0530",7,30,36,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:26:00 server sshd[12345]: Failed password for admin from 172.16.0.2 port 2959 ssh2","2025-06-30T07:26:00.000+0530",7,30,26,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:26:00 server sshd[12345]: Failed password for admin from 172.16.0.2 port 2959 ssh2","2025-06-30T07:26:00.000+0530",7,30,26,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:22:00 server sshd[12345]: Failed password for john from 192.168.1.20 port 24996 ssh2","2025-06-30T07:22:00.000+0530",7,30,22,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:22:00 server sshd[12345]: Failed password for john from 192.168.1.20 port 24996 ssh2","2025-06-30T07:22:00.000+0530",7,30,22,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:21:00 server sshd[12345]: Failed password for root from 10.0.0.5 port 6835 ssh2","2025-06-30T07:21:00.000+0530",7,30,21,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:21:00 server sshd[12345]: Failed password for root from 10.0.0.5 port 6835 ssh2","2025-06-30T07:21:00.000+0530",7,30,21,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:19:00 server sshd[12345]: Failed password for admin from 172.16.0.2 port 55883 ssh2","2025-06-30T07:19:00.000+0530",7,30,19,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:19:00 server sshd[12345]: Failed password for admin from 172.16.0.2 port 55883 ssh2","2025-06-30T07:19:00.000+0530",7,30,19,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:19:00 server sshd[12345]: Failed password for john from 192.168.1.20 port 10419 ssh2","2025-06-30T07:19:00.000+0530",7,30,19,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:19:00 server sshd[12345]: Failed password for john from 192.168.1.20 port 10419 ssh2","2025-06-30T07:19:00.000+0530",7,30,19,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:15:00 server sshd[12345]: Failed password for john from 203.0.113.15 port 60328 ssh2","2025-06-30T07:15:00.000+0530",7,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:15:00 server sshd[12345]: Failed password for john from 203.0.113.15 port 60328 ssh2","2025-06-30T07:15:00.000+0530",7,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:12:00 server sshd[12345]: Failed password for admin from 203.0.113.15 port 10110 ssh2","2025-06-30T07:12:00.000+0530",7,30,12,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:12:00 server sshd[12345]: Failed password for admin from 203.0.113.15 port 10110 ssh2","2025-06-30T07:12:00.000+0530",7,30,12,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:08:00 server sshd[12345]: Failed password for root from 198.51.100.23 port 51721 ssh2","2025-06-30T07:08:00.000+0530",7,30,8,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:08:00 server sshd[12345]: Failed password for root from 198.51.100.23 port 51721 ssh2","2025-06-30T07:08:00.000+0530",7,30,8,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:07:00 server sshd[12345]: Failed password for admin from 192.168.1.20 port 51527 ssh2","2025-06-30T07:07:00.000+0530",7,30,7,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:07:00 server sshd[12345]: Failed password for admin from 192.168.1.20 port 51527 ssh2","2025-06-30T07:07:00.000+0530",7,30,7,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:03:00 server sshd[12345]: Failed password for guest from 172.16.0.2 port 62633 ssh2","2025-06-30T07:03:00.000+0530",7,30,3,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:03:00 server sshd[12345]: Failed password for guest from 172.16.0.2 port 62633 ssh2","2025-06-30T07:03:00.000+0530",7,30,3,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:59:00 server sshd[12345]: Failed password for root from 192.168.1.10 port 36763 ssh2","2025-06-30T06:59:00.000+0530",6,30,59,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:59:00 server sshd[12345]: Failed password for root from 192.168.1.10 port 36763 ssh2","2025-06-30T06:59:00.000+0530",6,30,59,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:56:00 server sshd[12345]: Failed password for root from 10.0.0.5 port 28177 ssh2","2025-06-30T06:56:00.000+0530",6,30,56,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:56:00 server sshd[12345]: Failed password for root from 10.0.0.5 port 28177 ssh2","2025-06-30T06:56:00.000+0530",6,30,56,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:54:00 server sshd[12345]: Failed password for alice from 198.51.100.23 port 21063 ssh2","2025-06-30T06:54:00.000+0530",6,30,54,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:54:00 server sshd[12345]: Failed password for alice from 198.51.100.23 port 21063 ssh2","2025-06-30T06:54:00.000+0530",6,30,54,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:53:00 server sshd[12345]: Failed password for john from 10.0.0.5 port 49429 ssh2","2025-06-30T06:53:00.000+0530",6,30,53,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:53:00 server sshd[12345]: Failed password for john from 10.0.0.5 port 49429 ssh2","2025-06-30T06:53:00.000+0530",6,30,53,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:52:00 server sshd[12345]: Failed password for john from 203.0.113.15 port 10587 ssh2","2025-06-30T06:52:00.000+0530",6,30,52,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:52:00 server sshd[12345]: Failed password for john from 203.0.113.15 port 10587 ssh2","2025-06-30T06:52:00.000+0530",6,30,52,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:49:00 server sshd[12345]: Failed password for root from 10.0.0.5 port 62594 ssh2","2025-06-30T06:49:00.000+0530",6,30,49,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:49:00 server sshd[12345]: Failed password for root from 10.0.0.5 port 62594 ssh2","2025-06-30T06:49:00.000+0530",6,30,49,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:46:00 server sshd[12345]: Failed password for alice from 192.168.1.20 port 16270 ssh2","2025-06-30T06:46:00.000+0530",6,30,46,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:46:00 server sshd[12345]: Failed password for alice from 192.168.1.20 port 16270 ssh2","2025-06-30T06:46:00.000+0530",6,30,46,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:44:00 server sshd[12345]: Failed password for guest from 192.168.1.10 port 39901 ssh2","2025-06-30T06:44:00.000+0530",6,30,44,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:44:00 server sshd[12345]: Failed password for guest from 192.168.1.10 port 39901 ssh2","2025-06-30T06:44:00.000+0530",6,30,44,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:41:00 server sshd[12345]: Failed password for guest from 10.0.0.5 port 14744 ssh2","2025-06-30T06:41:00.000+0530",6,30,41,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
