"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos
"Jun 30 07:10:00 firewall: Connection from 192.168.1.10 to 192.168.1.20 on port 8080 BLOCKED","2025-06-30T07:10:00.000+0530",7,30,10,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 07:10:00 firewall: Connection from 192.168.1.10 to 203.0.113.15 on port 8080 BLOCKED","2025-06-30T07:10:00.000+0530",7,30,10,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 07:06:00 firewall: Connection from 172.16.0.2 to 10.0.0.5 on port 3389 BLOCKED","2025-06-30T07:06:00.000+0530",7,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 07:06:00 firewall: Connection from 172.16.0.2 to 10.0.0.5 on port 3389 BLOCKED","2025-06-30T07:06:00.000+0530",7,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 06:37:00 firewall: Connection from 192.168.1.20 to 192.168.1.20 on port 3389 BLOCKED","2025-06-30T06:37:00.000+0530",6,30,37,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 06:37:00 firewall: Connection from 192.168.1.20 to 192.168.1.20 on port 3389 BLOCKED","2025-06-30T06:37:00.000+0530",6,30,37,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 06:35:00 firewall: Connection from 10.0.0.5 to 203.0.113.15 on port 3389 BLOCKED","2025-06-30T06:35:00.000+0530",6,30,35,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 06:35:00 firewall: Connection from 10.0.0.5 to 203.0.113.15 on port 3389 BLOCKED","2025-06-30T06:35:00.000+0530",6,30,35,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 06:28:00 firewall: Connection from 192.168.1.10 to 198.51.100.23 on port 8080 BLOCKED","2025-06-30T06:28:00.000+0530",6,30,28,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 06:28:00 firewall: Connection from 192.168.1.10 to 198.51.100.23 on port 8080 BLOCKED","2025-06-30T06:28:00.000+0530",6,30,28,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 06:19:00 firewall: Connection from 203.0.113.15 to 192.168.1.20 on port 8080 BLOCKED","2025-06-30T06:19:00.000+0530",6,30,19,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 06:19:00 firewall: Connection from 203.0.113.15 to 192.168.1.20 on port 8080 BLOCKED","2025-06-30T06:19:00.000+0530",6,30,19,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:58:00 firewall: Connection from 192.168.1.20 to 192.168.1.10 on port 22 BLOCKED","2025-06-30T05:58:00.000+0530",5,30,58,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:58:00 firewall: Connection from 192.168.1.20 to 192.168.1.10 on port 22 BLOCKED","2025-06-30T05:58:00.000+0530",5,30,58,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:57:00 firewall: Connection from 203.0.113.15 to 198.51.100.23 on port 22 BLOCKED","2025-06-30T05:57:00.000+0530",5,30,57,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:57:00 firewall: Connection from 203.0.113.15 to 198.51.100.23 on port 22 BLOCKED","2025-06-30T05:57:00.000+0530",5,30,57,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:51:00 firewall: Connection from 198.51.100.23 to 172.16.0.2 on port 3389 BLOCKED","2025-06-30T05:51:00.000+0530",5,30,51,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:51:00 firewall: Connection from 198.51.100.23 to 172.16.0.2 on port 3389 BLOCKED","2025-06-30T05:51:00.000+0530",5,30,51,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:49:00 firewall: Connection from 203.0.113.15 to 198.51.100.23 on port 3389 BLOCKED","2025-06-30T05:49:00.000+0530",5,30,49,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:49:00 firewall: Connection from 203.0.113.15 to 198.51.100.23 on port 3389 BLOCKED","2025-06-30T05:49:00.000+0530",5,30,49,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:46:00 firewall: Connection from 198.51.100.23 to 192.168.1.10 on port 22 BLOCKED","2025-06-30T05:46:00.000+0530",5,30,46,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:46:00 firewall: Connection from 198.51.100.23 to 192.168.1.10 on port 22 BLOCKED","2025-06-30T05:46:00.000+0530",5,30,46,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:32:00 firewall: Connection from 10.0.0.5 to 198.51.100.23 on port 22 BLOCKED","2025-06-30T05:32:00.000+0530",5,30,32,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:32:00 firewall: Connection from 10.0.0.5 to 198.51.100.23 on port 22 BLOCKED","2025-06-30T05:32:00.000+0530",5,30,32,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:22:00 firewall: Connection from 203.0.113.15 to 198.51.100.23 on port 22 BLOCKED","2025-06-30T05:22:00.000+0530",5,30,22,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:22:00 firewall: Connection from 203.0.113.15 to 198.51.100.23 on port 22 BLOCKED","2025-06-30T05:22:00.000+0530",5,30,22,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:20:00 firewall: Connection from 203.0.113.15 to 192.168.1.10 on port 3389 BLOCKED","2025-06-30T05:20:00.000+0530",5,30,20,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:20:00 firewall: Connection from 192.168.1.10 to 10.0.0.5 on port 22 BLOCKED","2025-06-30T05:20:00.000+0530",5,30,20,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:20:00 firewall: Connection from 203.0.113.15 to 192.168.1.10 on port 3389 BLOCKED","2025-06-30T05:20:00.000+0530",5,30,20,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:20:00 firewall: Connection from 192.168.1.10 to 10.0.0.5 on port 22 BLOCKED","2025-06-30T05:20:00.000+0530",5,30,20,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:09:00 firewall: Connection from 172.16.0.2 to 192.168.1.10 on port 3389 BLOCKED","2025-06-30T05:09:00.000+0530",5,30,9,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:09:00 firewall: Connection from 172.16.0.2 to 192.168.1.10 on port 3389 BLOCKED","2025-06-30T05:09:00.000+0530",5,30,9,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:07:00 firewall: Connection from 198.51.100.23 to 192.168.1.10 on port 3389 BLOCKED","2025-06-30T05:07:00.000+0530",5,30,7,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:07:00 firewall: Connection from 198.51.100.23 to 192.168.1.10 on port 3389 BLOCKED","2025-06-30T05:07:00.000+0530",5,30,7,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:06:00 firewall: Connection from 198.51.100.23 to 172.16.0.2 on port 8080 BLOCKED","2025-06-30T05:06:00.000+0530",5,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:06:00 firewall: Connection from 198.51.100.23 to 172.16.0.2 on port 8080 BLOCKED","2025-06-30T05:06:00.000+0530",5,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
