"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos
"Jun 30 08:18:00 server sshd[12345]: Accepted password for alice from 192.168.1.10 port 63168 ssh2","2025-06-30T08:18:00.000+0530",8,30,18,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:06:00 server sshd[12345]: Accepted password for root from 172.16.0.2 port 15734 ssh2","2025-06-30T08:06:00.000+0530",8,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:06:00 server sshd[12345]: Accepted password for root from 172.16.0.2 port 15734 ssh2","2025-06-30T08:06:00.000+0530",8,30,6,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:02:00 server sshd[12345]: Accepted password for admin from 10.0.0.5 port 35274 ssh2","2025-06-30T08:02:00.000+0530",8,30,2,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:02:00 server sshd[12345]: Accepted password for admin from 10.0.0.5 port 35274 ssh2","2025-06-30T08:02:00.000+0530",8,30,2,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 08:01:00 server sshd[12345]: Accepted password for alice from 10.0.0.5 port 29128 ssh2","2025-06-30T08:01:00.000+0530",8,30,1,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 08:01:00 server sshd[12345]: Accepted password for alice from 10.0.0.5 port 29128 ssh2","2025-06-30T08:01:00.000+0530",8,30,1,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:55:00 server sshd[12345]: Accepted password for root from 192.168.1.10 port 7084 ssh2","2025-06-30T07:55:00.000+0530",7,30,55,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:55:00 server sshd[12345]: Accepted password for root from 192.168.1.10 port 7084 ssh2","2025-06-30T07:55:00.000+0530",7,30,55,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:30:00 server sshd[12345]: Accepted password for guest from 172.16.0.2 port 10559 ssh2","2025-06-30T07:30:00.000+0530",7,30,30,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:30:00 server sshd[12345]: Accepted password for guest from 172.16.0.2 port 10559 ssh2","2025-06-30T07:30:00.000+0530",7,30,30,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 07:27:00 server sshd[12345]: Accepted password for admin from 198.51.100.23 port 17954 ssh2","2025-06-30T07:27:00.000+0530",7,30,27,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 07:27:00 server sshd[12345]: Accepted password for admin from 198.51.100.23 port 17954 ssh2","2025-06-30T07:27:00.000+0530",7,30,27,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:50:00 server sshd[12345]: Accepted password for guest from 203.0.113.15 port 54233 ssh2","2025-06-30T06:50:00.000+0530",6,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:50:00 server sshd[12345]: Accepted password for guest from 203.0.113.15 port 54233 ssh2","2025-06-30T06:50:00.000+0530",6,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:46:00 server sshd[12345]: Accepted password for alice from 10.0.0.5 port 15941 ssh2","2025-06-30T06:46:00.000+0530",6,30,46,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:46:00 server sshd[12345]: Accepted password for alice from 10.0.0.5 port 15941 ssh2","2025-06-30T06:46:00.000+0530",6,30,46,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:46:00 server sshd[12345]: Accepted password for root from 198.51.100.23 port 1444 ssh2","2025-06-30T06:46:00.000+0530",6,30,46,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:46:00 server sshd[12345]: Accepted password for root from 198.51.100.23 port 1444 ssh2","2025-06-30T06:46:00.000+0530",6,30,46,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:31:00 server sshd[12345]: Accepted password for guest from 192.168.1.10 port 12044 ssh2","2025-06-30T06:31:00.000+0530",6,30,31,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:31:00 server sshd[12345]: Accepted password for guest from 192.168.1.10 port 12044 ssh2","2025-06-30T06:31:00.000+0530",6,30,31,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:17:00 server sshd[12345]: Accepted password for john from 192.168.1.20 port 3086 ssh2","2025-06-30T06:17:00.000+0530",6,30,17,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:17:00 server sshd[12345]: Accepted password for john from 192.168.1.20 port 3086 ssh2","2025-06-30T06:17:00.000+0530",6,30,17,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:15:00 server sshd[12345]: Accepted password for admin from 192.168.1.10 port 40394 ssh2","2025-06-30T06:15:00.000+0530",6,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:15:00 server sshd[12345]: Accepted password for admin from 192.168.1.10 port 40394 ssh2","2025-06-30T06:15:00.000+0530",6,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:09:00 server sshd[12345]: Accepted password for root from 192.168.1.10 port 4928 ssh2","2025-06-30T06:09:00.000+0530",6,30,9,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:09:00 server sshd[12345]: Accepted password for root from 192.168.1.10 port 4928 ssh2","2025-06-30T06:09:00.000+0530",6,30,9,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:08:00 server sshd[12345]: Accepted password for root from 172.16.0.2 port 25794 ssh2","2025-06-30T06:08:00.000+0530",6,30,8,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:08:00 server sshd[12345]: Accepted password for root from 172.16.0.2 port 25794 ssh2","2025-06-30T06:08:00.000+0530",6,30,8,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:50:00 server sshd[12345]: Accepted password for alice from 192.168.1.20 port 51027 ssh2","2025-06-30T05:50:00.000+0530",5,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:50:00 server sshd[12345]: Accepted password for alice from 192.168.1.20 port 51027 ssh2","2025-06-30T05:50:00.000+0530",5,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:45:00 server sshd[12345]: Accepted password for alice from 192.168.1.10 port 56892 ssh2","2025-06-30T05:45:00.000+0530",5,30,45,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:45:00 server sshd[12345]: Accepted password for alice from 192.168.1.10 port 56892 ssh2","2025-06-30T05:45:00.000+0530",5,30,45,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:39:00 server sshd[12345]: Accepted password for admin from 203.0.113.15 port 56740 ssh2","2025-06-30T05:39:00.000+0530",5,30,39,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:39:00 server sshd[12345]: Accepted password for admin from 203.0.113.15 port 56740 ssh2","2025-06-30T05:39:00.000+0530",5,30,39,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:38:00 server sshd[12345]: Accepted password for john from 10.0.0.5 port 28406 ssh2","2025-06-30T05:38:00.000+0530",5,30,38,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:38:00 server sshd[12345]: Accepted password for john from 10.0.0.5 port 28406 ssh2","2025-06-30T05:38:00.000+0530",5,30,38,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:33:00 server sshd[12345]: Accepted password for admin from 192.168.1.20 port 56317 ssh2","2025-06-30T05:33:00.000+0530",5,30,33,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:33:00 server sshd[12345]: Accepted password for admin from 192.168.1.20 port 56317 ssh2","2025-06-30T05:33:00.000+0530",5,30,33,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:33:00 server sshd[12345]: Accepted password for john from 192.168.1.20 port 47231 ssh2","2025-06-30T05:33:00.000+0530",5,30,33,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:33:00 server sshd[12345]: Accepted password for john from 192.168.1.20 port 47231 ssh2","2025-06-30T05:33:00.000+0530",5,30,33,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
